футбол,το,ποδόσφαιρο,αθλητισμός,3
имя,,το όνομα,ιδέες,2
Конституция,,το Σύνταγμα,ιδέες,2
урок,,το μάθημα,ιδέες,2
психоанализ,,η ψυχανάλυση,ιδέες,3
работа,,η δουλειά,ιδέες,3
деньги,,τα λεπτά,ιδέες,4
дата,,η χρονολογία,ιδέες,5
лекарство,,το φάρμακο,ιδέες,5
размер,,το νούμερο,ιδέες,5
цвет,,το χρώμα,ιδέες,5
цена,,η τιμή,ιδέες,5
яд,,το φαρμάκι,ιδέες,5
неправильно,,το λάθος,ιδέες,7
песня,,το τραγούδι,ιδέες,7
буква,,το γράμμα,ιδέες,8
жизнь,,η ζωή,ιδέες,8
история,,η ιστορία,ιδέες,8
подарок,,το δώρο,ιδέες,8
вещь,,το πράγμα,ιδέες,9
вопрос (задать вопрос),,η ερώτηση(εις) (κάνω ερώτηση),ιδέες,9
идея,,η ιδέα,ιδέες,9
"место, положение",,η θέση,ιδέες,9
поездка,,το ταξίδι,ιδέες,9
"список, меню",,ο κατάλογος,ιδέες,9
упражнение,,η άσκηση(εις),ιδέες,9
шутка,,το αστείο,ιδέες,9
адрес,,η διεύθυνση(εις),ιδέες,10
каникулы,,οι διακοπές,ιδέες,10
класс,,η τάξη,ιδέες,10
ломтик,,η φέτα,ιδέες,10
свидание,,το ραντεβού,ιδέες,10
новости,,τα νέα,ιδέες,11
номер (телефона),,ο αριθμός,ιδέες,11
ответ,,η απάντηση (εις),ιδέες,11
предлог,,η πρόθεσι (εις),ιδέες,11
предложение,,η πρόταση (εις),ιδέες,11
пробел,,το κενό,ιδέες,11
род,,το γένος,ιδέες,11
слово,,η λέξη (εις),ιδέες,11
ахинея,,η σαχλαμάρα,ιδέες,12
вечеринка,,το πάρτι,ιδέες,12
документы,,τα έγγραφα,ιδέες,12
"отрицание, отказ",,η άρνηση,ιδέες,12
праздник,,η γιορτή,ιδέες,12
сообщение,,το μήνυμα,ιδέες,12
утверждение,,η κατάφαση,ιδέες,12
принести перемены,,φέρνω αλλαγή,ιδέες,13
слова (песни),,τα λόγια,ιδέες,13
страдание,,το βάσανο,ιδέες,13
шум (шуметь),,ο θόρυβος (κάνω θόρυβο),ιδέες,13
анекдот,,το ανέκδοτο,ιδέες,14
прогресс,,η πρόοδος,ιδέες,14
деньги,,τα χρήματα,ιδέες,16
"записка, записи",,η σημείωση (οι σημειώσεις),ιδέες,16
здоровье,,η υγεία,ιδέες,16
кусок,,το κομμάτι,ιδέες,16
правда,,η αλήθεια,ιδέες,16
тишина,,η ησυχία,ιδέες,16
фигня,,η αηδία (και αηδίες),ιδέες,16
экзамен,,η εξέταση (οι εξετάσεις),ιδέες,16
архитектура,,η αρχιτεκτονική,ιδέες,17
буза,,η φασαρία,ιδέες,17
визит,,η επίσκεψη (εις),ιδέες,17
воспоминание,,η ανάμνηση (εις),ιδέες,17
диалог,,ο διάλογος,ιδέες,17
команда,,η ομάδα,ιδέες,17
лекция,,η διάλεξη (εις),ιδέες,17
мысль,,η σκέψη (εις),ιδέες,17
пенсия,,η σύνταξη (εις),ιδέες,17
правописание,,η ορθογραφία,ιδέες,17
рецепт,,η συνταγή,ιδέες,17
трудность,,η δυσκολία,ιδέες,17
"флаг, знамя",,η σημαία,ιδέες,17
беседа,,η κουβέντα,ιδέες,18
записка,,το σημείωμα,ιδέες,18
контакт,,η επαφή,ιδέες,18
мытье,,το πλύσιμο,ιδέες,18
начало (вначале),,(στην) αρχή,ιδέες,18
порция,,η μερίδα,ιδέες,18
пятно,,ο λεκές (οι λεκέδες),ιδέες,18
теплота,,η ζεστασιά,ιδέες,18
метод,,η μέθοδος,ιδέες,19
параграф,,η παράγραφος,ιδέες,19
перебой,,η διακοπή,ιδέες,19
поломка,,η βλάβη,ιδέες,19
помощь,,η βοήθεια,ιδέες,19
"речь, причина",,ο λόγος,ιδέες,19
"тема, пункт",,το θέμα,ιδέες,19
зарплата,,ο μισθός,ιδέες,20
интервью,,η συνέντευξη (εις),ιδέες,20
коммунальные расходы,,τα κοινόχρηστα,ιδέες,20
рента,,το ενοίκιο,ιδέες,20
"сочинение, эссе",,η έκθεση (εις),ιδέες,20
"беспокойство, тревога",,το άγχος,ιδέες,21
вес,,το βάρος,ιδέες,21
"вид, тип",,το είδος,ιδέες,21
карьера,,η καριέρα,ιδέες,21
катастрофа,,η καταστροφή,ιδέες,21
конец,,το τέλος,ιδέες,21
место,,το μέρος,ιδέες,21
поцелуй,,το φιλί,ιδέες,21
происшествие,,το ατύχημα,ιδέες,21
размер,,το μέγεθος,ιδέες,21
рост,,το ύψος,ιδέες,21
"стиль, выражение лица",,το ύφος,ιδέες,21
страсть,,το πάθος,ιδέες,21
ложь,,το ψέμα/τα ψέματα,ιδέες,22
плакать по пустякам,,κλαίω με το παραμυκρό,ιδέες,22
мечта,,το όνειρο,ιδέες,23
ностальгия,,η νοσταλγία,ιδέες,23
образование,,η μόρφωση,ιδέες,23
"обязанность, ответственность",,η ευθύνη(ες),ιδέες,23
сплетня,,το κουτσομπολιό,ιδέες,23
желание,,η επιθυμία,ιδέες,24
исследование (проводить ~),,η έρευνα (κάνω ~),ιδέες,24
конкуренция,ο,ανταγωνισμός,ιδέες,24
оценка (получать ~),,ο βαθμός (παίρνω βαθμούς),ιδέες,24
потребность,,η ανάγκη,ιδέες,24
приключение,,η περιπέτεια,ιδέες,24
профессия,,το επάγγελμα,ιδέες,24
прошлое,,το παρελθόν,ιδέες,24
"работа, труд",,η εργασία,ιδέες,24
радость,,η χαρά,ιδέες,24
результат,,το αποτέλεσμα,ιδέες,24
ритм,,ο ρυθμός,ιδέες,24
"свадьба, брак",,ο γάμος,ιδέες,24
скорость,,ταχύτητα,ιδέες,24
"чтение, школьная работа",,το διάβασμα,ιδέες,24
"аромат, духи",το,άρωμα,ιδέες,25
вкус (ощущение),η,γεύση (εις),ιδέες,25
вкус (стилистический),το,γούστο,ιδέες,25
выражение,η,έκφραση (εις),ιδέες,25
гипноз,ο,υπνωτισμός,ιδέες,25
данные,η,στοιχεία (στοιχείων),ιδέες,25
"долг, обязанность, договоренность",η,υποχρέωση (εις),ιδέες,25
запах (ощущение),η,μυρωδιά,ιδέες,25
интерес,το,ενδιαφέρον,ιδέες,25
класс,η,κλάση (εις),ιδέες,25
"личность, индивидуальность",η,προσωπικότητα (προσωπικοτίτων),ιδέες,25
образ,η,εικόνα (ών),ιδέες,25
объект,το,αντικείμενο,ιδέες,25
опыт,η,εμπειρία (ών),ιδέες,25
приглашение,η,πρόσκληση (εις),ιδέες,25
"программирование, планирование",ο,προγραμματισμός,ιδέες,25
продукт,το,προϊόν,ιδέες,25
пространство,ο,χώρος,ιδέες,25
реклама,η,διαφήμιση (εις),ιδέες,25
роль,ο,ρόλος,ιδέες,25
секрет,το,μυστικό,ιδέες,25
середина,η,μέση,ιδέες,25
создание,,δημιουργία (ών),ιδέες,25
"способность, возможность",η,δυνατότητα (δυνατοτήτων),ιδέες,25
"тест, экзамен, конкурс",ο ,διαγωνισμός,ιδέες,25
"тест, экзамен, проверочная работа",το,διαγώνισμα,ιδέες,25
"шаг, трибуна",το,βήμα,ιδέες,25
шанс,η,ευκαρία (ών),ιδέες,25
девичья фамилия,το,πατρικό,ιδέες,26
фамилия,το,επώνυμο,ιδέες,26
автобус,,το λεωφορείο,μεταφορά,2
автомобиль,,το αυτοκίνητο,μεταφορά,4
лодка,,η βάρκα,μεταφορά,7
троллейбус,,το τρόλεϊ,μεταφορά,7
паром,,το πλοίο,μεταφορά,9
поезд,,το τραίνο,μεταφορά,9
самолет (улетать на),,φεύγω με το αεροπλάνο,μεταφορά,9
пешком,,με τα πόδια,μεταφορά,10
дельфин,,το ιπτάμενο,μεταφορά,11
политик,,ο πολιτικός,πολιτική,14
бастовать,,απεργώ,πολιτική,15
забастовка,,έχω/κάνω απεργία,πολιτική,15
полиция,,η αστυνομία,πολιτική,15
правительство,,η κυβέρνηση,πολιτική,17
"президент, председатель",,ο/η πρόεδρος,πολιτική,19
глава,,ο αρχηγός,πολιτική,21
государство,,το κράτος,πολιτική,21
народ,,το έθνος,πολιτική,21
республика,,η δημοκρατία,πολιτική,21
смог,,το νέφος,πολιτική,21
госслужба,,η δημόσια υπηρεσία,πολιτική,24
министерство,,το υπουργείο,πολιτική,24
министр,,ο/η υπουργός,πολιτική,24
налоговая служба,,η εφορία,πολιτική,24
посольство,,η πρεσβεία,πολιτική,24
мать,,η μητέρα,πρόσωπα,1
отец,,ο πατέρας,πρόσωπα,1
друг/подруга,,ο φίλος/η φίλη,πρόσωπα,2
"жена, женщина",,η γυναίκα,πρόσωπα,2
"муж, мужчина",,ο άντρας,πρόσωπα,2
господин/жа,,ο κύριος/η κυρία,πρόσωπα,4
иностранец(ка),,ο ξένος/η ξένη,πρόσωπα,4
девочка,,το κορίτσι,πρόσωπα,5
мальчик,,το αγόρι,πρόσωπα,5
бабушка,,η γιαγιά,πρόσωπα,7
госпожа,,η δεσποινίς,πρόσωπα,7
действующее лицо,,το πρόσωπο,πρόσωπα,7
дядюшка/тётушка,,ο θείος/η θεία,πρόσωπα,7
семья,,η οικογένεια,πρόσωπα,7
девушка,,η κοπέλα,πρόσωπα,10
родитель(и),,ο γονέας/οι γονείς,πρόσωπα,10
турист(ка),,ο τουρίστας/η τουρίστρια,πρόσωπα,11
житель,,ο κάτοικος,πρόσωπα,14
мамочка,,η μανούλα,πρόσωπα,17
папа,,ο μπαμπάς (οι μπαμπάδες),πρόσωπα,18
дура(к),,ο/η βλάκας,πρόσωπα,19
сосед/соседка,,ο γείτονας/η γειτόνισσα,πρόσωπα,19
супруг(а),,ο/η σύζυγος,πρόσωπα,19
близкие,,οι δικοί μου,πρόσωπα,20
йети,,"το Γέτι, ο Μακρυπόδης",πρόσωπα,20
персона,,το άτομο,πρόσωπα,20
"свёкр, тесть/свекровь, тёща",,ο πεθερός/η πεθερά,πρόσωπα,20
младенец,,το μωρό,πρόσωπα,21
брат/сестра/сиблинги,,ο αδερφός/η αδερφή/τα αδέρφια,πρόσωπα,22
владелец(ица),,ο ιδιοκτήτης/η ιδιοκτήτρια,πρόσωπα,22
внук(чка)/ внуки,,ο εγγονός/η εγγονή/τα εγγόνια,πρόσωπα,22
дедушка,,ο παππούς,πρόσωπα,22
дочь,,η κόρη,πρόσωπα,22
крестный(ая) отец/мать,,ο νο(υ)νός/η νο(υ)νά,πρόσωπα,22
кузен/кузина/кузены,,ο ξάδερφος/η ξαδέρφη/τα ξαδέρφια,πρόσωπα,22
кум(а),,ο κουμπάρος/η κουμπάρα,πρόσωπα,22
племянник(ца)/племянники,,ο ανιψιός/η ανιψιά/τα ανίψια,πρόσωπα,22
родственник,,ο συγγενής (είς/ών)/η συγγένισσα (ών),πρόσωπα,22
старшие,,οι μεγαλύτεροι,πρόσωπα,22
сын,,ο γιος,πρόσωπα,22
коллега,,ο/η συνάδερφος,πρόσωπα,24
ждать,,περιμένω,ρήματα,1
желать,,θέλω,ρήματα,1
жить,,μένω,ρήματα,1
знать,,ξέρω,ρήματα,1
иметь,,έχω,ρήματα,1
понимать,,καταλαβαίνω,ρήματα,1
делать,,κάνω,ρήματα,2
думать,,νομίζω,ρήματα,2
работать,,δουλεύω,ρήματα,3
учиться,,μελετάω,ρήματα,3
"идти, отвозить",,πηγαίνω,ρήματα,4
купаться,,κάνω μπάνιο,ρήματα,4
платить,,πληρώνω,ρήματα,4
покупать,,αγοράζω,ρήματα,4
видеть,,βλέπω,ρήματα,5
компанию водить,,κάνω παρέα,ρήματα,5
пить,,πίνω,ρήματα,5
читать,,διαβάζω,ρήματα,5
быть в обществе,,βγαίνω έξω,ρήματα,6
ныть,,γκρινιάζω,ρήματα,6
подыматься,,ανεβαίνω,ρήματα,6
помнить,,θυμάμαι,ρήματα,6
спускаться,,κατεβαίνω,ρήματα,6
быть голодным,,πεινάω,ρήματα,7
"возвращаться (домой), объезжать (всю Македонию)",,"γυρίζω (σπίτι μου, όλη τη Μακεδονία)",ρήματα,7
говорить,,μιλάω,ρήματα,7
гулять,,πάω βόλτα,ρήματα,7
давать кому-л.,,δίνω στο κπ,ρήματα,7
загорать,,κάνω ηλιοθεραπεία,ρήματα,7
заканчивать,,τελειώνω,ρήματα,7
закрывать,,κλείνω,ρήματα,7
звонить,,κάνω τηλεφώνημα (σε κπ),ρήματα,7
играть,,παίζω,ρήματα,7
идти,,πάω,ρήματα,7
любить,,αγαπάω,ρήματα,7
мочь,,μπορώ,ρήματα,7
находиться,,υπάρχει,ρήματα,7
начинать(ся),,αρχίζω,ρήματα,7
останавливаться,,σταματάω,ρήματα,7
отвечать,,απαντάω,ρήματα,7
открывать,,ανοίγω,ρήματα,7
петь,,τραγουδάω,ρήματα,7
питаться,,τρώω,ρήματα,7
"проезжать, заходить, проводить",,περνάω,ρήματα,7
рассказывать кому-л. истории,,λέω ιστορίες σε κπ,ρήματα,7
слушать,,ακούω,ρήματα,7
спать,,κοιμάμαι,ρήματα,7
спрашивать,,ρωτάω,ρήματα,7
"уезжать, отходить",,φεύγω,ρήματα,7
учиться,,σπουδάζω,ρήματα,7
хотеть пить,,διψάω,ρήματα,7
быть виноватым,,φταίω,ρήματα,8
"заходить, входить",,μπαίνω,ρήματα,8
класть,,βάζω,ρήματα,8
плакать,,κλαίω,ρήματα,8
болит ступня,,πονάει το πόδι μου,ρήματα,9
"брать, получать",,"брать, получать, забирать",ρήματα,9
запрашивать сведения,,ζητάω πληροφορίες,ρήματα,9
качать головой,,κουνάω το κεφάλι μου,ρήματα,9
отсутствовать,,λείπω,ρήματα,9
приносить,,φέρνω,ρήματα,9
беспокоиться,,ανησυχώ,ρήματα,10
бояться,,φοβάμαι,ρήματα,10
"водить машину, приводить",,οδηγώ,ρήματα,10
вставать,,σηκώνομαι,ρήματα,10
готовить,,μαγειρεύω,ρήματα,10
дразниться,,πειράζω,ρήματα,10
думать,,σκέφτομαι τον κπ,ρήματα,10
звонить,,τηλεφωνώ στην γιαγιά μου/σε κπ),ρήματα,10
находиться,,βρίσκομαι,ρήματα,10
нуждаться,,χρειάζομαι,ρήματα,10
опаздывать,,αργώ,ρήματα,10
приезжать,,έρχομαι,ρήματα,10
прощать,,συγχωρώ,ρήματα,10
сидеть,,κάθομαι,ρήματα,10
соглашаться,,συμφωνώ με κπ/μαζί σου,ρήματα,10
сожалеть,,λυπάμαι,ρήματα,10
танцевать,,χορεύω,ρήματα,10
тепло,,ζεσταίνομαι,ρήματα,10
уставать,,κουράζομαι,ρήματα,10
чувствовать,,αισθάνομαι,ρήματα,10
шутить,,λέω αστεία,ρήματα,10
выбирать,,διαλέγω,ρήματα,11
заполнять,,συμπληρώνω,ρήματα,11
идет дождь,,βρέχει,ρήματα,11
идет снег,,χιονίζει,ρήματα,11
идти спать,,πάω για ύπνο,ρήματα,11
мерзнуть,,κρυώνω,ρήματα,11
отдыхать,,ξεκουράζομαι,ρήματα,11
посылать,,στέλνω,ρήματα,11
просыпаться,,ξυπνάω,ρήματα,11
"верить, считать",,πιστέυω,ρήματα,12
готовить,,ετοιμάζω,ρήματα,12
забывать,,ξεχνάω,ρήματα,12
звонить,,παίρνω στο τηλέφωνο,ρήματα,12
"знакомить, быть знакомым",,γνωρίζω,ρήματα,12
значить,,σημαίνω,ρήματα,12
играть в карты,,παίζω χαρτιά,ρήματα,12
играть в мяч,,παίξω μπάλα,ρήματα,12
интересовать,,ενδιαφέρω,ρήματα,12
интересоваться,,ενδιαφέρομαι (για κάτι),ρήματα,12
искать,,ψάχνω,ρήματα,12
класть,,βάζω,ρήματα,12
курить,,καπνίζω,ρήματα,12
"мыть, стирать",,πλένω,ρήματα,12
"накрывать, застилать",,στρώνω (το τραπέζι),ρήματα,12
находить,,βρίσκω,ρήματα,12
организовывать,,οργανώνω,ρήματα,12
оставлять,,αφήνω,ρήματα,12
переводить,,μεταφράζω,ρήματα,12
плакать,,κλαίω,ρήματα,12
поворачивать,,στρίβω,ρήματα,12
подразумевать,,εννοώ,ρήματα,12
поехать по делам,,πηγαίνω για δουλειά,ρήματα,12
покупать,,ψωνίζω,ρήματα,12
помогать,,βοηθάω,ρήματα,12
"приезжать, хватать",,φτάνω,ρήματα,12
решить(ся),,αποφασίζω,ρήματα,12
сердиться,,θυμώνω,ρήματα,12
смеяться над чем-л.,,γελάω με κάτι,ρήματα,12
снимать,,βγάζω,ρήματα,12
собирать,,μαζεύω,ρήματα,12
становиться,,γίνομαι,ρήματα,12
хватит,,φτάνει,ρήματα,12
хорошо проводить время,,περνάω ωραία/καλά/όμορφα,ρήματα,12
благодарить,,ευχαριστώ,ρήματα,13
может быть,,μπορεί να,ρήματα,13
"мыть, убирать",,καθαρίζω,ρήματα,13
нам следует/давайте что-л. сделаем,,εγώ λέω να κάνουμε κάτι,ρήματα,13
потерять,,χάνω,ρήματα,13
придется,,έχω να,ρήματα,13
"пытаться, пробовать",,προσπαθώ,ρήματα,13
"резать (на куски), урезать",,κόβω (σε κομμάτια),ρήματα,13
собираться,,πάω να,ρήματα,13
вешать,,κρεμάω,ρήματα,14
встречать(ся),,συναντάω,ρήματα,14
идти пешком,,περπατάω,ρήματα,14
носить (одежду),,φοράω,ρήματα,14
"портить, разменивать",,χαλάω,ρήματα,14
"приглашать, звать",,καλώ,ρήματα,14
просить,,παρακαλώ,ρήματα,14
стареть,,γερνάω,ρήματα,14
угощать,,κερνάω,ρήματα,14
браниться,,μιλάω άσκημα,ρήματα,15
обсуждать,,συζητάω,ρήματα,15
бежать,,τρέχω,ρήματα,16
готовиться,,ετοιμάζομαι,ρήματα,16
исчезнуть,,χάνομαι,ρήματα,16
подымать,,σηκώνω,ρήματα,16
получать плату,,πληρώνομαι,ρήματα,16
пробовать,,δοκιμάζω,ρήματα,16
путешествовать,,ταξιδεύω,ρήματα,16
скучать по кому-н.,,μου λείπει κπ,ρήματα,16
спрягать,,κλίνω,ρήματα,16
стесняться,,ντρέπομαι,ρήματα,16
выучивать,,αποστηθίζω,ρήματα,17
заболеть,,αρρωσταίνω,ρήματα,17
заснуть снова,,ξανακοιμάμαι,ρήματα,18
продолжать,,συνεχίζο,ρήματα,18
"включить, зажечь",,ανάβω,ρήματα,19
гладить,,σιδερώνω,ρήματα,19
дарить,,χαρίζω,ρήματα,19
"заполнять, занимать",,γεμίζω (από),ρήματα,19
обнимать,,αγκαλιάζω,ρήματα,19
одалживать кому-л.,,δανείζω σε κπ,ρήματα,19
одалживать у кого-л.,,δανείζομαι από κπ,ρήματα,19
"показывать, выглядеть",,δείχνω,ρήματα,19
продавать,,πουλάω,ρήματα,19
работать,,λειτουργάω,ρήματα,19
"сдавать, снимать",,νοικιάζω,ρήματα,19
целовать,,φιλάω,ρήματα,19
"чинить, создавать",,φτιάχνω,ρήματα,19
бросать,,ρίχνω,ρήματα,20
вязать,,πλέκω,ρήματα,20
"изменять, заменять",,αλλάζω κάτι με κάτι,ρήματα,20
перемешивать,,ανακατεύω,ρήματα,20
поливать,,ποτίζω,ρήματα,20
протирать,,ξεσκονίζω,ρήματα,20
работать,,εργάζομαι,ρήματα,20
ухаживать,,προσέχω,ρήματα,20
"шить, пришивать",,ράβω,ρήματα,20
быть в опасности,,κινδυνεύω,ρήματα,21
"звонить, стучать, удариться",,χτυπάω,ρήματα,21
исправлять,,διορθώνω,ρήματα,21
плавать,,κολυμπάω,ρήματα,21
представлять,,φαντάζομαι,ρήματα,21
прыгать,,πηδάω,ρήματα,21
сдаваться (о квартире),,ενοικιάζομαι,ρήματα,22
тренироваться,,γυμνάζομαι,ρήματα,22
"волноваться, печалиться",,στενοχωριέμαι,ρήματα,23
встречаться,,συναντιέμαι,ρήματα,23
жаловаться,,παραπονιέμαι σε κπ για κάτι,ρήματα,23
задаваться вопросом,,αναρωτιέμαι,ρήματα,23
иметь значение,,(με) νοιάζει,ρήματα,23
интересовать,,ενδιαφέφω,ρήματα,23
интересоваться,,ενδιαφέρομαι,ρήματα,23
получать удовольствие,,ευχαριστιέμαι,ρήματα,23
получать удовольствие,,χαίρομαι,ρήματα,23
прекращать,,παύω,ρήματα,23
расти(ть),,μεγαλώνω,ρήματα,23
родиться,,γεννιέμαι,ρήματα,23
сплетничать,,κουτσομπολεύω,ρήματα,23
страдать от скуки,,βαριέμαι,ρήματα,23
быть должным,,πρέπει,ρήματα,24
быть знакомыми,,γνωρίζομαι,ρήματα,24
"женить, выдать замуж",,παντρεύω,ρήματα,24
"жениться, выйти замуж, пожениться",,παντρεύομαι,ρήματα,24
"кричать, звать",,φωνάζω,ρήματα,24
"напоминать, быть похожим",,μοιάζω στο κπ/με κάτι,ρήματα,24
передавать большой привет,,λέω πολλά χαιρετίσματα,ρήματα,24
"полниться кем-н., чем-н.",,"γεμίζω από κάτι, κπ",ρήματα,24
положить конец чему-н.,,δίνω τέλος σε κάτι,ρήματα,24
продаваться,,πωλούμαι,ρήματα,24
разводиться,,χωρίζω,ρήματα,24
родить,,γεννάω,ρήματα,24
родить мальчика/девочку,,κάνω γιο/κόρη,ρήματα,24
сдать успешно экзамены,,περνάω τις εξετάσεις,ρήματα,24
создавать,,δημιουργώ,ρήματα,24
улучшать,,καλυτερεύω,ρήματα,24
беседовать,,κουβεντιάζω,ρήματα,25
бронировать гостиницу,,κλείνω το ξενοδοχείο,ρήματα,25
выключать свет,,κλείνω τα φώτα,ρήματα,25
дозвониться,,βρίσκω,ρήματα,25
заказывать,,παραγγέλνω,ρήματα,25
заменить,,αντικαθιστώ,ρήματα,25
ломать,,σπάζω,ρήματα,25
обещать,,υπόσχομαι,ρήματα,25
оставлять в покое,,αφήνω κπ ήσυχο/ήσυχη,ρήματα,25
побывать где-н.,,περνάω από κάπου,ρήματα,25
потратить всё утро,,τρώω όλο το πρωί,ρήματα,25
предпочитать,,προτιμάω,ρήματα,25
рекламировать,,διαφημίζω,ρήματα,25
рекламироваться,,διαφημίζομαι,ρήματα,25
сломаться,,έχω βλάβη,ρήματα,25
смотреть,,κοιτάζω/κοιτάω,ρήματα,25
течь (о кране),,η βρύση τρέχει,ρήματα,25
увольнять,,διώχνω,ρήματα,25
блузка,,η μπλούζα,ρούχα,5
платье,,το φόρεμα,ρούχα,5
рубашка,,το πουκάμισο,ρούχα,5
штаны,,το παντελόνι,ρούχα,5
юбка,,η φούστα,ρούχα,5
куртка,,η ζακέτα,ρούχα,7
ботинок,,το παπούτσι,ρούχα,8
пиджак,,το σακάκι,ρούχα,8
ремень,,η ζώνη,ρούχα,8
шапка,,το καπέλο,ρούχα,8
шарф,,το μαντήλι,ρούχα,8
галстук,,η γραβάτα,ρούχα,10
рюкзак,,το σακίδιο,ρούχα,10
сумка,,η τσάντα,ρούχα,10
очки,,τα γυαλιά,ρούχα,12
полоска (в полоску),,η ρίγα (με ρίγες),ρούχα,12
сапоги,,οι μπότες,ρούχα,12
часы,,οι ρολόι,ρούχα,12
пуговица,,το κουμπί,ρούχα,13
бумажник,,το πορτοφόλι,ρούχα,14
пальто,,το παλτό,ρούχα,14
"носок, чулок",,η κάλτσα,ρούχα,15
чувяк,,η παντόφλα,ρούχα,15
свитер,,το πουλόβερ,ρούχα,16
серьга,,το σκουλαρίκι,ρούχα,19
дом,,το σπίτι,σπιτικό,1
загранпаспорт,,το διαβατήριο,σπιτικό,1
карандаш,,το μολύβι,σπιτικό,1
